CLASS_TYPE	Genus	ID	Marker1	Marker2	Marker3	Marker4	Marker5	Marker6	Marker7	Marker8	Marker9	endothelial_region1	endothelial_region2	glia_region1	glia_region2	label	neuron_region1	neuron_region2
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL69	http://identifiers.org/hgnc/HGNC:21637	http://identifiers.org/hgnc/HGNC:25149	http://identifiers.org/hgnc/HGNC:14632	http://identifiers.org/hgnc/HGNC:4525	http://identifiers.org/genecards/LOC105377183									NPFFR2-expressing human cerebral cortex MTG Glutamatergic neuron	UBERON:0002771	UBERON:0000956
equivalent	http://www.jcvi.org/cl_ext/mtg_cluster/pCL83	http://www.jcvi.org/cl_ext/mtg_cluster/pCL70	http://identifiers.org/hgnc/HGNC:8803											UBERON:0002771	UBERON:0000956	PCDH15-expressing human MTG Oligodendrocyte precursor cell		
equivalent	http://www.jcvi.org/cl_ext/mtg_cluster/pCL88	http://www.jcvi.org/cl_ext/mtg_cluster/pCL71	http://identifiers.org/genecards/LOC105376917	http://identifiers.org/hgnc/HGNC:10941										UBERON:0002771	UBERON:0000956	SLC1A3-expressing human MTG astrocyte		
equivalent	http://www.jcvi.org/cl_ext/mtg_cluster/pCL88	http://www.jcvi.org/cl_ext/mtg_cluster/pCL72	http://identifiers.org/hgnc/HGNC:7398	http://identifiers.org/hgnc/HGNC:5362										UBERON:0002771	UBERON:0000956	MT1F-expressing human MTG astrocyte		
equivalent	http://www.jcvi.org/cl_ext/mtg_cluster/pCL85	http://www.jcvi.org/cl_ext/mtg_cluster/pCL73	http://identifiers.org/hgnc/HGNC:23723											UBERON:0002771	UBERON:0000956	ENPP2-expressing human MTG Oligodendrocyte		
equivalent	http://www.jcvi.org/cl_ext/mtg_cluster/pCL86	http://www.jcvi.org/cl_ext/mtg_cluster/pCL74												UBERON:0002771	UBERON:0000956	EMCN-expressing human cerebral cortex MTG endothelial cell		
equivalent	http://www.jcvi.org/cl_ext/mtg_cluster/pCL87	http://www.jcvi.org/cl_ext/mtg_cluster/pCL75	http://identifiers.org/hgnc/HGNC:17379											UBERON:0002771	UBERON:0000956	CSF1R-expressing human MTG Microglial cell		
equivalent	CL:0011005	http://www.jcvi.org/cl_ext/mtg_cluster/pCL76	http://identifiers.org/hgnc/HGNC:4093													GAD1-expressing human cerebral cortex MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL77	http://identifiers.org/hgnc/HGNC:21637													SLC17A7-expressing human MTG Glutamatergic neuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0011005	http://www.jcvi.org/cl_ext/mtg_cluster/pCL78	http://identifiers.org/hgnc/HGNC:4093	http://identifiers.org/genecards/LOC105375415	http://identifiers.org/hgnc/HGNC:10640	http://identifiers.org/hgnc/HGNC:13604	http://identifiers.org/hgnc/HGNC:30670									FBXL7-expressing human cerebral cortex MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0011005	http://www.jcvi.org/cl_ext/mtg_cluster/pCL79	http://identifiers.org/hgnc/HGNC:4093	http://identifiers.org/hgnc/HGNC:20693	http://identifiers.org/hgnc/HGNC:29185											NXPH1-expressing human cerebral cortex MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0011005	http://www.jcvi.org/cl_ext/mtg_cluster/pCL80	http://identifiers.org/hgnc/HGNC:4093	http://identifiers.org/genecards/LOC105375415	http://identifiers.org/hgnc/HGNC:10640	http://identifiers.org/hgnc/HGNC:12693										VIP-expressing human cerebral cortex MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0011005	http://www.jcvi.org/cl_ext/mtg_cluster/pCL81	http://identifiers.org/hgnc/HGNC:4093	http://identifiers.org/hgnc/HGNC:20693	http://identifiers.org/hgnc/HGNC:29185	http://identifiers.org/hgnc/HGNC:16421	http://identifiers.org/hgnc/HGNC:11329									SST-expressing human cerebral cortex MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0011005	http://www.jcvi.org/cl_ext/mtg_cluster/pCL82	http://identifiers.org/hgnc/HGNC:4093	http://identifiers.org/hgnc/HGNC:20693	http://identifiers.org/hgnc/HGNC:29185	http://identifiers.org/hgnc/HGNC:9704	http://identifiers.org/hgnc/HGNC:11517									PVALB-expressing human cerebral cortex MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	http://www.jcvi.org/cl_ext/mtg_cluster/pCL84	http://www.jcvi.org/cl_ext/mtg_cluster/pCL88												UBERON:0002771	UBERON:0000956	FGFR3-expressing human MTG astrocyte		
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL91	http://identifiers.org/hgnc/HGNC:21637	http://identifiers.org/hgnc/HGNC:43558	http://identifiers.org/hgnc/HGNC:19347											CUX2-expressing human MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL92	http://identifiers.org/hgnc/HGNC:21637	http://identifiers.org/genecards/LOC105374972												RORB-expressing human MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL93	http://identifiers.org/hgnc/HGNC:21637	http://identifiers.org/genecards/LOC105374972	http://identifiers.org/genecards/LOC101927281	http://identifiers.org/hgnc/HGNC:23571										COBLL1-expressing human MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL94	http://identifiers.org/hgnc/HGNC:21637	http://identifiers.org/genecards/LOC105374972	http://identifiers.org/hgnc/HGNC:27013	http://identifiers.org/genecards/LOC105374971										TRABD2A-expressing human MTG Glutamatergic neuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL95	http://identifiers.org/hgnc/HGNC:21637	http://identifiers.org/hgnc/HGNC:24558	http://identifiers.org/hgnc/HGNC:20986											OLFML2B-expressing human MTG Glutamatergic neuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL96	http://identifiers.org/hgnc/HGNC:21637	http://identifiers.org/hgnc/HGNC:25149	http://identifiers.org/hgnc/HGNC:14632											EGFEM1P-expressing human MTG Glutamatergic neuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL97	http://identifiers.org/hgnc/HGNC:4093	http://identifiers.org/genecards/LOC105375415	http://identifiers.org/hgnc/HGNC:10640											CXCL14-expressing MTG GABAergic interneuron	UBERON:0002771	UBERON:0000956
equivalent	CL:0002453	http://www.jcvi.org/cl_ext/mtg_cluster/pCL83												UBERON:0002771	UBERON:0000956	human MTG Oligodendrocyte precursor cell		
equivalent	CL:0002605	http://www.jcvi.org/cl_ext/mtg_cluster/pCL84												UBERON:0002771	UBERON:0000956	human MTG Astrocyte of the cerebral cortex		
equivalent	CL:0000128	http://www.jcvi.org/cl_ext/mtg_cluster/pCL85												UBERON:0002771	UBERON:0000956	human MTG Oligodendrocyte		
equivalent	CL:1001602	http://www.jcvi.org/cl_ext/mtg_cluster/pCL86										UBERON:0002771	UBERON:0000956			human cerebral cortex MTG endothelial cell		
equivalent	CL:0000129	http://www.jcvi.org/cl_ext/mtg_cluster/pCL87												UBERON:0002771	UBERON:0000956	human MTG Microglial cell		
equivalent	CL:0010011	http://www.jcvi.org/cl_ext/mtg_cluster/pCL89												UBERON:0002771	UBERON:0000956	human cerebral cortex MTG GABAergic interneuron		
equivalent	CL:0000679	http://www.jcvi.org/cl_ext/mtg_cluster/pCL90														human MTG Glutamatergic neuron	UBERON:0002771	UBERON:0000956
